id_transaccion,fecha,quarter,region,producto,categoria,cantidad,precio_unit,descuento_pct,cliente_id,vendedor,notas
TX-001006,2026-12-03,Q4,Lima,Monitor 27 4K,Tecnología,14,1731.58,0.1,CL-9892,Ana Torres,
TX-001007,2026-11-07,Q4,Cusco,Teclado Mecánico,Tecnología,20,360.76,0.0,CL-7980,Ana Torres,Cliente premium
TX-001008,2026-07-03,Q3,Trujillo,Resma Papel A4,Suministros,2,28.41,0.2,CL-4243,Diego Salazar,Primera compra
TX-001009,2026-09-25,Q3,Cusco,Laptop Pro 15,Tecnología,40,4427.47,0.2,CL-7899,José Luis Quispe,Primera compra
TX-001010,2026-07-09,Q3,Chiclayo,Laptop Air 13,Tecnología,39,3322.89,0.0,CL-8787,Lucía Romero,Devolución parcial Q anterior
TX-001011,2026-04-09,Q2,Trujillo,Mouse Inalámbrico,Tecnología,2,120.79,0.2,CL-6676,José Luis Quispe,
TX-001012,2026-10-19,Q4,Cusco,Cartucho Tinta Negra,Suministros,35,77.65,0.15,CL-7862,Lucía Romero,
TX-001013,2026-03-31,Q1,Lima,Lámpara LED,Mobiliario,21,96.62,0.1,CL-5529,Lucía Romero,Devolución parcial Q anterior
TX-001014,2026-04-25,Q2,Arequipa,Lámpara LED,Mobiliario,27,92.99,0.2,CL-9203,Ana Torres,Primera compra
TX-001015,2026-07-09,Q3,Cusco,Escritorio Ajustable,Mobiliario,11,1257.0,0.1,CL-3138,Ana Torres,Devolución parcial Q anterior
TX-001016,2026-11-02,Q4,Cusco,Laptop Air 13,Tecnología,40,3222.72,0.15,CL-4818,María Fernández,
TX-001017,2026-05-21,Q2,Chiclayo,Teclado Mecánico,Tecnología,20,350.59,0.0,CL-3284,María Fernández,Solicita factura electrónica
TX-001018,2026-06-30,Q2,Piura,Laptop Pro 15,Tecnología,42,4456.58,0.0,CL-1911,Diego Salazar,Cliente premium
TX-001019,2026-01-16,Q1,Lima,Cartucho Tinta Negra,Suministros,8,72.27,0.1,CL-6543,Carlos Vega,Devolución parcial Q anterior
TX-001020,2026-02-12,Q1,Trujillo,Cartucho Tinta Negra,Suministros,29,76.4,0.05,CL-2065,Carlos Vega,Primera compra
TX-001021,2026-01-21,Q1,Cusco,Teclado Mecánico,Tecnología,16,347.58,0.2,CL-3035,José Luis Quispe,Compra urgente
TX-001022,2026-01-27,Q1,Lima,Teclado Mecánico,Tecnología,48,365.21,0.0,CL-7868,Carlos Vega,
TX-001023,2026-11-14,Q4,Trujillo,Teclado Mecánico,Tecnología,28,366.28,0.15,CL-3168,Diego Salazar,Cliente recurrente
TX-001024,2026-11-04,Q4,Trujillo,Auriculares BT,Electrónica,36,225.89,0.15,CL-8769,Ana Torres,Cliente premium
TX-001025,2026-10-27,Q4,Lima,Silla Ergonómica,Mobiliario,5,828.11,0.2,CL-1442,Diego Salazar,"Pedido grande, descuento aplicado"
TX-001026,2026-01-21,Q1,Cusco,Cartucho Tinta Negra,Suministros,34,76.62,0.2,CL-5112,José Luis Quispe,Cliente recurrente
TX-001027,2026-01-29,Q1,Piura,Silla Ergonómica,Mobiliario,5,809.24,0.2,CL-1604,Diego Salazar,
TX-001028,2026-04-13,Q2,Arequipa,Resma Papel A4,Suministros,18,28.91,0.05,CL-1536,Carlos Vega,Devolución parcial Q anterior
TX-001029,2026-07-26,Q3,Cusco,Escritorio Ajustable,Mobiliario,11,1199.23,0.15,CL-8117,Diego Salazar,
TX-001030,2026-05-02,Q2,Lima,Teclado Mecánico,Tecnología,1,365.29,0.0,CL-1600,Diego Salazar,Devolución parcial Q anterior
TX-001031,2026-06-27,Q2,Arequipa,Auriculares BT,Electrónica,29,217.31,0.1,CL-9029,María Fernández,"Pedido grande, descuento aplicado"
TX-001032,2026-03-05,Q1,Chiclayo,Resma Papel A4,Suministros,12,27.34,0.05,CL-6386,Carlos Vega,Cliente recurrente
TX-001033,2026-09-24,Q3,Trujillo,Cartucho Tinta Negra,Suministros,26,78.71,0.05,CL-5342,Carlos Vega,Cliente premium
TX-001034,2026-04-25,Q2,Arequipa,Webcam HD,Electrónica,38,180.55,0.1,CL-9266,Ana Torres,
TX-001035,2026-01-25,Q1,Cusco,Monitor 27 4K,Tecnología,9,1865.37,0.0,CL-4488,José Luis Quispe,
TX-001036,2026-09-29,Q3,Arequipa,Laptop Air 13,Tecnología,35,3331.54,0.1,CL-4595,Diego Salazar,
TX-001037,2026-11-26,Q4,Cusco,Escritorio Ajustable,Mobiliario,15,1202.22,0.1,CL-4689,José Luis Quispe,
TX-001038,2026-01-06,Q1,Lima,Teclado Mecánico,Tecnología,17,348.45,0.05,CL-6854,Diego Salazar,
TX-001039,2026-06-09,Q2,Trujillo,Silla Ergonómica,Mobiliario,29,854.5,0.1,CL-8624,Lucía Romero,Cliente premium
TX-001040,2026-10-29,Q4,Trujillo,Monitor 27 4K,Tecnología,31,1862.59,0.15,CL-5877,Lucía Romero,
TX-001041,2026-09-15,Q3,Trujillo,Mouse Inalámbrico,Tecnología,33,125.58,0.15,CL-3529,Lucía Romero,Cliente premium
TX-001042,2026-11-09,Q4,Cusco,Mouse Inalámbrico,Tecnología,10,117.94,0.0,CL-9006,Diego Salazar,Cliente premium
TX-001043,2026-06-01,Q2,Arequipa,Mouse Inalámbrico,Tecnología,29,122.86,0.1,CL-6389,Diego Salazar,Solicita factura electrónica
TX-001044,2026-05-16,Q2,Arequipa,Resma Papel A4,Suministros,13,27.4,0.15,CL-8490,Ana Torres,Solicita factura electrónica
TX-001045,2026-09-16,Q3,Arequipa,Lámpara LED,Mobiliario,14,96.05,0.15,CL-4890,José Luis Quispe,Cliente premium
TX-001046,2026-02-26,Q1,Cusco,Silla Ergonómica,Mobiliario,47,875.91,0.1,CL-2793,María Fernández,"Pedido grande, descuento aplicado"
TX-001047,2026-03-29,Q1,Cusco,Laptop Air 13,Tecnología,5,3323.68,0.0,CL-9499,Diego Salazar,Compra urgente
TX-001048,2026-08-08,Q3,Piura,Escritorio Ajustable,Mobiliario,21,1193.85,0.0,CL-7097,Carlos Vega,
TX-001049,2026-09-01,Q3,Lima,Monitor 27 4K,Tecnología,22,1776.56,0.05,CL-3769,Lucía Romero,Cliente premium
TX-001050,2026-02-13,Q1,Arequipa,Teclado Mecánico,Tecnología,13,341.37,0.15,CL-8626,María Fernández,Compra urgente
TX-001051,2026-07-05,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,39,115.6,0.15,CL-1081,Diego Salazar,
TX-001052,2026-05-14,Q2,Chiclayo,Laptop Air 13,Tecnología,24,3156.77,0.15,CL-9371,Lucía Romero,Solicita factura electrónica
TX-001053,2026-07-03,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,36,124.46,0.05,CL-6207,María Fernández,"Pedido grande, descuento aplicado"
TX-001054,2026-12-16,Q4,Arequipa,Teclado Mecánico,Tecnología,19,347.16,0.1,CL-6308,Diego Salazar,Compra urgente
TX-001055,2026-01-28,Q1,Lima,Auriculares BT,Electrónica,44,215.98,0.0,CL-1120,Carlos Vega,Primera compra
TX-001056,2026-12-30,Q4,Arequipa,Auriculares BT,Electrónica,36,225.26,0.15,CL-2583,Ana Torres,Primera compra
TX-001057,2026-06-14,Q2,Lima,Laptop Pro 15,Tecnología,17,4372.01,0.05,CL-7484,José Luis Quispe,Devolución parcial Q anterior
TX-001058,2026-10-09,Q4,Chiclayo,Lámpara LED,Mobiliario,48,92.68,0.1,CL-6023,María Fernández,Cliente recurrente
TX-001059,2026-06-04,Q2,Chiclayo,Lámpara LED,Mobiliario,43,99.14,0.1,CL-2148,Ana Torres,"Pedido grande, descuento aplicado"
TX-001060,2026-04-24,Q2,Piura,Mouse Inalámbrico,Tecnología,29,114.98,0.05,CL-6991,Diego Salazar,Cliente recurrente
TX-001061,2026-10-09,Q4,Piura,Silla Ergonómica,Mobiliario,1,842.74,0.0,CL-7717,Ana Torres,Solicita factura electrónica
TX-001062,2026-09-08,Q3,Cusco,Cartucho Tinta Negra,Suministros,29,75.58,0.2,CL-3452,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-001063,2026-02-22,Q1,Cusco,Mouse Inalámbrico,Tecnología,34,116.76,0.0,CL-7203,Carlos Vega,Solicita factura electrónica
TX-001064,2026-09-15,Q3,Chiclayo,Laptop Pro 15,Tecnología,18,4401.46,0.2,CL-9756,Carlos Vega,Compra urgente
TX-001065,2026-10-02,Q4,Piura,Mouse Inalámbrico,Tecnología,8,116.66,0.0,CL-5341,Carlos Vega,Primera compra
TX-001066,2026-05-22,Q2,Trujillo,Teclado Mecánico,Tecnología,28,344.58,0.0,CL-3063,María Fernández,
TX-001067,2026-12-04,Q4,Chiclayo,Mouse Inalámbrico,Tecnología,40,124.78,0.2,CL-9656,Lucía Romero,
TX-001068,2026-08-22,Q3,Cusco,Monitor 27 4K,Tecnología,16,1787.69,0.2,CL-9201,Carlos Vega,"Pedido grande, descuento aplicado"
TX-001069,2026-05-02,Q2,Cusco,Laptop Air 13,Tecnología,23,3173.71,0.2,CL-5111,Lucía Romero,
TX-001070,2026-01-04,Q1,Chiclayo,Webcam HD,Electrónica,1,177.96,0.15,CL-4826,María Fernández,Cliente recurrente
TX-001071,2026-09-04,Q3,Cusco,Laptop Air 13,Tecnología,35,3348.52,0.1,CL-8504,Lucía Romero,
TX-001072,2026-03-18,Q1,Piura,Resma Papel A4,Suministros,43,26.93,0.0,CL-1004,María Fernández,Devolución parcial Q anterior
TX-001073,2026-10-04,Q4,Cusco,Resma Papel A4,Suministros,39,29.04,0.1,CL-3810,María Fernández,
TX-001074,2026-07-11,Q3,Arequipa,Lámpara LED,Mobiliario,22,93.36,0.1,CL-5889,José Luis Quispe,Cliente recurrente
TX-001075,2026-06-20,Q2,Arequipa,Auriculares BT,Electrónica,3,230.04,0.15,CL-6885,Lucía Romero,Devolución parcial Q anterior
TX-001076,2026-03-01,Q1,Trujillo,Laptop Pro 15,Tecnología,25,4416.85,0.0,CL-6653,María Fernández,"Pedido grande, descuento aplicado"
TX-001077,2026-09-17,Q3,Cusco,Teclado Mecánico,Tecnología,47,335.4,0.0,CL-4334,Diego Salazar,Solicita factura electrónica
TX-001078,2026-03-02,Q1,Cusco,Monitor 27 4K,Tecnología,5,1803.61,0.1,CL-8823,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-001079,2026-06-02,Q2,Piura,Escritorio Ajustable,Mobiliario,11,1167.34,0.2,CL-6846,Carlos Vega,
TX-001080,2026-11-02,Q4,Lima,Lámpara LED,Mobiliario,42,97.4,0.2,CL-5864,Ana Torres,
TX-001081,2026-12-02,Q4,Lima,Auriculares BT,Electrónica,28,223.46,0.1,CL-9447,María Fernández,"Pedido grande, descuento aplicado"
TX-001082,2026-12-28,Q4,Chiclayo,Mouse Inalámbrico,Tecnología,9,122.24,0.05,CL-1847,Ana Torres,Primera compra
TX-001083,2026-12-16,Q4,Trujillo,Monitor 27 4K,Tecnología,2,1744.83,0.1,CL-7387,Ana Torres,Devolución parcial Q anterior
TX-001084,2026-07-22,Q3,Trujillo,Webcam HD,Electrónica,21,183.76,0.1,CL-9340,María Fernández,Primera compra
TX-001085,2026-03-15,Q1,Lima,Resma Papel A4,Suministros,30,27.47,0.15,CL-6955,Carlos Vega,Compra urgente
TX-001086,2026-11-03,Q4,Trujillo,Cartucho Tinta Negra,Suministros,42,78.74,0.05,CL-6087,Diego Salazar,
TX-001087,2026-10-20,Q4,Cusco,Silla Ergonómica,Mobiliario,44,869.7,0.05,CL-4279,Lucía Romero,Primera compra
TX-001088,2026-12-28,Q4,Trujillo,Silla Ergonómica,Mobiliario,23,857.68,0.1,CL-3443,Lucía Romero,"Pedido grande, descuento aplicado"
TX-001089,2026-08-26,Q3,Lima,Mouse Inalámbrico,Tecnología,21,124.41,0.2,CL-5912,José Luis Quispe,Primera compra
TX-001090,2026-02-21,Q1,Trujillo,Resma Papel A4,Suministros,46,28.25,0.2,CL-9088,Ana Torres,Primera compra
TX-001091,2026-07-03,Q3,Trujillo,Monitor 27 4K,Tecnología,39,1809.49,0.15,CL-5159,Diego Salazar,Cliente recurrente
TX-001092,2026-06-13,Q2,Arequipa,Webcam HD,Electrónica,11,175.27,0.05,CL-2088,María Fernández,
TX-001093,2026-11-04,Q4,Lima,Monitor 27 4K,Tecnología,34,1832.06,0.1,CL-5352,María Fernández,
TX-001094,2026-05-24,Q2,Chiclayo,Silla Ergonómica,Mobiliario,36,839.34,0.1,CL-1877,José Luis Quispe,Primera compra
TX-001095,2026-04-30,Q2,Piura,Teclado Mecánico,Tecnología,12,334.01,0.2,CL-9423,Ana Torres,Compra urgente
TX-001096,2026-01-30,Q1,Trujillo,Lámpara LED,Mobiliario,48,98.0,0.05,CL-5814,María Fernández,Solicita factura electrónica
TX-001097,2026-11-01,Q4,Piura,Resma Papel A4,Suministros,15,26.75,0.2,CL-2924,José Luis Quispe,Cliente premium
TX-001098,2026-10-03,Q4,Piura,Webcam HD,Electrónica,27,183.1,0.15,CL-6623,Lucía Romero,Devolución parcial Q anterior
TX-001099,2026-01-16,Q1,Lima,Cartucho Tinta Negra,Suministros,25,72.43,0.15,CL-5839,José Luis Quispe,
TX-001100,2026-06-08,Q2,Cusco,Monitor 27 4K,Tecnología,34,1787.86,0.15,CL-5598,Diego Salazar,Devolución parcial Q anterior
TX-001101,2026-06-25,Q2,Chiclayo,Monitor 27 4K,Tecnología,45,1864.64,0.15,CL-6327,Diego Salazar,Solicita factura electrónica
TX-001102,2026-06-21,Q2,Arequipa,Auriculares BT,Electrónica,20,211.08,0.15,CL-9359,Ana Torres,Primera compra
TX-001103,2026-12-02,Q4,Chiclayo,Silla Ergonómica,Mobiliario,19,864.21,0.15,CL-8703,Ana Torres,Cliente premium
TX-001104,2026-02-24,Q1,Lima,Laptop Air 13,Tecnología,37,3236.04,0.05,CL-3365,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-001105,2026-04-22,Q2,Arequipa,Cartucho Tinta Negra,Suministros,47,77.76,0.1,CL-3157,Lucía Romero,
TX-001106,2026-03-08,Q1,Cusco,Lámpara LED,Mobiliario,45,91.89,0.1,CL-9911,José Luis Quispe,Primera compra
TX-001107,2026-03-31,Q1,Trujillo,Laptop Pro 15,Tecnología,37,4634.9,0.2,CL-6803,Carlos Vega,Devolución parcial Q anterior
TX-001108,2026-11-28,Q4,Arequipa,Cartucho Tinta Negra,Suministros,35,74.63,0.15,CL-1174,José Luis Quispe,Compra urgente
TX-001109,2026-12-10,Q4,Arequipa,Lámpara LED,Mobiliario,38,94.32,0.2,CL-5765,Diego Salazar,Devolución parcial Q anterior
TX-001110,2026-01-17,Q1,Trujillo,Lámpara LED,Mobiliario,46,93.69,0.15,CL-2066,Carlos Vega,
TX-001111,2026-08-19,Q3,Arequipa,Auriculares BT,Electrónica,1,217.48,0.1,CL-1268,María Fernández,
TX-001112,2026-03-26,Q1,Chiclayo,Silla Ergonómica,Mobiliario,29,851.7,0.1,CL-2670,José Luis Quispe,Cliente premium
TX-001113,2026-03-12,Q1,Chiclayo,Silla Ergonómica,Mobiliario,2,816.58,0.15,CL-3291,María Fernández,
TX-001114,2026-04-17,Q2,Arequipa,Lámpara LED,Mobiliario,29,94.29,0.2,CL-1716,Ana Torres,Solicita factura electrónica
TX-001115,2026-03-12,Q1,Trujillo,Monitor 27 4K,Tecnología,20,1827.36,0.05,CL-8518,Lucía Romero,
TX-001116,2026-06-28,Q2,Arequipa,Laptop Air 13,Tecnología,15,3199.42,0.05,CL-4943,Lucía Romero,Solicita factura electrónica
TX-001117,2026-12-30,Q4,Cusco,Auriculares BT,Electrónica,44,212.65,0.05,CL-5966,José Luis Quispe,Cliente premium
TX-001118,2026-08-03,Q3,Piura,Monitor 27 4K,Tecnología,35,1775.35,0.0,CL-8787,José Luis Quispe,Devolución parcial Q anterior
TX-001119,2026-09-21,Q3,Arequipa,Escritorio Ajustable,Mobiliario,28,1193.16,0.15,CL-8533,José Luis Quispe,Compra urgente
TX-001120,2026-06-30,Q2,Lima,Teclado Mecánico,Tecnología,44,355.91,0.2,CL-8386,Carlos Vega,Cliente premium
TX-001121,2026-01-06,Q1,Arequipa,Monitor 27 4K,Tecnología,5,1872.14,0.15,CL-2766,Ana Torres,
TX-001122,2026-01-31,Q1,Chiclayo,Lámpara LED,Mobiliario,32,95.48,0.0,CL-7702,Diego Salazar,
TX-001123,2026-04-09,Q2,Arequipa,Cartucho Tinta Negra,Suministros,8,76.32,0.05,CL-9960,Carlos Vega,
TX-001124,2026-03-30,Q1,Cusco,Silla Ergonómica,Mobiliario,12,814.06,0.2,CL-1066,Lucía Romero,Devolución parcial Q anterior
TX-001125,2026-11-03,Q4,Trujillo,Laptop Air 13,Tecnología,10,3345.43,0.0,CL-8812,José Luis Quispe,
TX-001126,2026-11-04,Q4,Lima,Monitor 27 4K,Tecnología,27,1766.74,0.15,CL-8790,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-001127,2026-11-08,Q4,Arequipa,Laptop Air 13,Tecnología,31,3153.37,0.1,CL-8571,Ana Torres,Solicita factura electrónica
TX-001128,2026-08-21,Q3,Arequipa,Auriculares BT,Electrónica,38,213.9,0.2,CL-4568,Diego Salazar,Cliente recurrente
TX-001129,2026-07-23,Q3,Chiclayo,Teclado Mecánico,Tecnología,22,335.46,0.1,CL-2790,José Luis Quispe,Solicita factura electrónica
TX-001130,2026-08-25,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,47,123.48,0.1,CL-7584,Lucía Romero,Compra urgente
TX-001131,2026-05-29,Q2,Piura,Laptop Pro 15,Tecnología,19,4383.22,0.15,CL-6606,Lucía Romero,"Pedido grande, descuento aplicado"
TX-001132,2026-09-02,Q3,Arequipa,Silla Ergonómica,Mobiliario,8,831.53,0.2,CL-7541,Ana Torres,Primera compra
TX-001133,2026-10-17,Q4,Trujillo,Auriculares BT,Electrónica,2,213.0,0.1,CL-3303,Diego Salazar,Devolución parcial Q anterior
TX-001134,2026-10-06,Q4,Trujillo,Mouse Inalámbrico,Tecnología,7,125.7,0.15,CL-2597,José Luis Quispe,Solicita factura electrónica
TX-001135,2026-08-13,Q3,Chiclayo,Lámpara LED,Mobiliario,22,97.67,0.2,CL-9113,Carlos Vega,
TX-001136,2026-01-22,Q1,Lima,Monitor 27 4K,Tecnología,21,1877.38,0.1,CL-5638,José Luis Quispe,Compra urgente
TX-001137,2026-09-22,Q3,Piura,Laptop Air 13,Tecnología,42,3315.75,0.15,CL-8660,José Luis Quispe,Cliente premium
TX-001138,2026-05-14,Q2,Arequipa,Resma Papel A4,Suministros,7,29.14,0.05,CL-9334,José Luis Quispe,Compra urgente
TX-001139,2026-09-29,Q3,Trujillo,Laptop Pro 15,Tecnología,13,4490.57,0.05,CL-5133,Carlos Vega,Solicita factura electrónica
TX-001140,2026-07-16,Q3,Chiclayo,Silla Ergonómica,Mobiliario,49,822.0,0.0,CL-3367,Diego Salazar,
TX-001141,2026-11-18,Q4,Lima,Teclado Mecánico,Tecnología,2,343.94,0.15,CL-9061,Carlos Vega,Primera compra
TX-001142,2026-05-04,Q2,Lima,Laptop Pro 15,Tecnología,21,4406.6,0.05,CL-7434,María Fernández,
TX-001143,2026-12-06,Q4,Piura,Escritorio Ajustable,Mobiliario,10,1226.06,0.2,CL-6993,Diego Salazar,Compra urgente
TX-001144,2026-11-05,Q4,Lima,Webcam HD,Electrónica,27,171.46,0.2,CL-9621,Ana Torres,Cliente recurrente
TX-001145,2026-05-01,Q2,Piura,Laptop Pro 15,Tecnología,48,4338.92,0.2,CL-3216,María Fernández,
TX-001146,2026-06-26,Q2,Trujillo,Cartucho Tinta Negra,Suministros,12,76.37,0.05,CL-4245,María Fernández,
TX-001147,2026-07-13,Q3,Cusco,Escritorio Ajustable,Mobiliario,19,1154.81,0.15,CL-1351,Lucía Romero,Cliente recurrente
TX-001148,2026-10-08,Q4,Chiclayo,Resma Papel A4,Suministros,23,26.74,0.15,CL-4488,Lucía Romero,
TX-001149,2026-09-09,Q3,Chiclayo,Laptop Air 13,Tecnología,40,3074.95,0.1,CL-5018,Lucía Romero,"Pedido grande, descuento aplicado"
TX-001150,2026-11-07,Q4,Arequipa,Auriculares BT,Electrónica,49,224.19,0.1,CL-5072,María Fernández,
TX-001151,2026-05-16,Q2,Lima,Laptop Pro 15,Tecnología,5,4337.7,0.1,CL-2357,María Fernández,
TX-001152,2026-07-04,Q3,Lima,Auriculares BT,Electrónica,24,212.22,0.05,CL-8280,Ana Torres,
TX-001153,2026-06-07,Q2,Lima,Lámpara LED,Mobiliario,37,92.44,0.1,CL-5402,Lucía Romero,Compra urgente
TX-001154,2026-11-28,Q4,Chiclayo,Mouse Inalámbrico,Tecnología,1,123.01,0.2,CL-4953,Carlos Vega,
TX-001155,2026-04-22,Q2,Trujillo,Laptop Pro 15,Tecnología,40,4365.16,0.05,CL-8774,María Fernández,Cliente premium
TX-001156,2026-08-03,Q3,Piura,Lámpara LED,Mobiliario,12,90.59,0.0,CL-5375,Lucía Romero,
TX-001157,2026-02-13,Q1,Arequipa,Laptop Air 13,Tecnología,26,3329.88,0.0,CL-9028,Lucía Romero,
TX-001158,2026-11-07,Q4,Chiclayo,Lámpara LED,Mobiliario,48,98.58,0.1,CL-3000,Ana Torres,Primera compra
TX-001159,2026-05-21,Q2,Piura,Cartucho Tinta Negra,Suministros,32,72.64,0.05,CL-8654,Lucía Romero,Devolución parcial Q anterior
TX-001160,2026-05-05,Q2,Piura,Teclado Mecánico,Tecnología,49,341.79,0.1,CL-9894,María Fernández,
TX-001161,2026-08-01,Q3,Cusco,Monitor 27 4K,Tecnología,30,1743.94,0.2,CL-7753,María Fernández,
TX-001162,2026-07-02,Q3,Piura,Monitor 27 4K,Tecnología,11,1839.52,0.0,CL-9030,Ana Torres,Primera compra
TX-001163,2026-11-06,Q4,Trujillo,Monitor 27 4K,Tecnología,34,1755.0,0.0,CL-7660,Lucía Romero,Primera compra
TX-001164,2026-07-13,Q3,Cusco,Laptop Air 13,Tecnología,31,3338.06,0.05,CL-6401,María Fernández,
TX-001165,2026-07-08,Q3,Trujillo,Monitor 27 4K,Tecnología,16,1858.98,0.1,CL-7873,Ana Torres,Devolución parcial Q anterior
TX-001166,2026-02-08,Q1,Arequipa,Lámpara LED,Mobiliario,4,95.84,0.15,CL-9644,Ana Torres,Cliente recurrente
TX-001167,2026-01-09,Q1,Chiclayo,Teclado Mecánico,Tecnología,32,332.81,0.0,CL-6444,Lucía Romero,Primera compra
TX-001168,2026-05-26,Q2,Piura,Cartucho Tinta Negra,Suministros,29,77.88,0.0,CL-7182,Ana Torres,Compra urgente
TX-001169,2026-12-31,Q4,Piura,Cartucho Tinta Negra,Suministros,38,76.71,0.0,CL-1712,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-001170,2026-12-01,Q4,Piura,Cartucho Tinta Negra,Suministros,7,77.16,0.2,CL-9630,Lucía Romero,Primera compra
TX-001171,2026-08-18,Q3,Cusco,Escritorio Ajustable,Mobiliario,27,1148.62,0.0,CL-7998,Diego Salazar,Cliente recurrente
TX-001172,2026-08-19,Q3,Chiclayo,Teclado Mecánico,Tecnología,41,357.3,0.15,CL-2453,Ana Torres,Cliente recurrente
TX-001173,2026-05-23,Q2,Arequipa,Webcam HD,Electrónica,44,185.48,0.1,CL-3606,Carlos Vega,Compra urgente
TX-001174,2026-03-06,Q1,Trujillo,Monitor 27 4K,Tecnología,47,1882.19,0.0,CL-3028,Ana Torres,Solicita factura electrónica
TX-001175,2026-01-04,Q1,Lima,Silla Ergonómica,Mobiliario,11,856.84,0.1,CL-3876,Diego Salazar,
TX-001176,2026-05-04,Q2,Arequipa,Silla Ergonómica,Mobiliario,9,850.68,0.05,CL-8965,José Luis Quispe,
TX-001177,2026-04-26,Q2,Trujillo,Resma Papel A4,Suministros,29,27.79,0.1,CL-5177,Diego Salazar,
TX-001178,2026-03-11,Q1,Cusco,Escritorio Ajustable,Mobiliario,23,1224.15,0.0,CL-4778,Ana Torres,Devolución parcial Q anterior
TX-001179,2026-04-05,Q2,Chiclayo,Cartucho Tinta Negra,Suministros,12,78.16,0.15,CL-8009,Lucía Romero,Primera compra
TX-001180,2026-01-10,Q1,Trujillo,Webcam HD,Electrónica,6,181.8,0.15,CL-4340,Ana Torres,Cliente premium
TX-001181,2026-08-10,Q3,Cusco,Mouse Inalámbrico,Tecnología,8,116.73,0.0,CL-8971,Ana Torres,Cliente premium
TX-001182,2026-12-05,Q4,Cusco,Auriculares BT,Electrónica,17,209.39,0.1,CL-7788,María Fernández,Devolución parcial Q anterior
TX-001183,2026-09-10,Q3,Trujillo,Monitor 27 4K,Tecnología,37,1821.44,0.15,CL-3312,María Fernández,Devolución parcial Q anterior
TX-001184,2026-06-13,Q2,Piura,Auriculares BT,Electrónica,4,228.02,0.0,CL-6672,María Fernández,"Pedido grande, descuento aplicado"
TX-001185,2026-06-03,Q2,Arequipa,Monitor 27 4K,Tecnología,6,1721.88,0.15,CL-5343,Ana Torres,Solicita factura electrónica
TX-001186,2026-04-23,Q2,Trujillo,Auriculares BT,Electrónica,13,217.75,0.1,CL-4096,José Luis Quispe,Compra urgente
TX-001187,2026-02-21,Q1,Trujillo,Mouse Inalámbrico,Tecnología,43,125.28,0.05,CL-9155,María Fernández,Devolución parcial Q anterior
TX-001188,2026-08-07,Q3,Lima,Webcam HD,Electrónica,49,180.03,0.1,CL-4580,Diego Salazar,
TX-001189,2026-07-26,Q3,Chiclayo,Laptop Air 13,Tecnología,22,3110.61,0.15,CL-2050,Lucía Romero,Cliente premium
TX-001190,2026-01-03,Q1,Trujillo,Silla Ergonómica,Mobiliario,3,837.56,0.15,CL-4675,María Fernández,
TX-001191,2026-06-01,Q2,Arequipa,Auriculares BT,Electrónica,1,217.98,0.15,CL-5650,Lucía Romero,Primera compra
TX-001192,2026-04-12,Q2,Trujillo,Laptop Pro 15,Tecnología,43,4327.78,0.0,CL-2136,José Luis Quispe,
TX-001193,2026-03-04,Q1,Piura,Teclado Mecánico,Tecnología,22,355.63,0.15,CL-7683,María Fernández,Compra urgente
TX-001194,2026-09-14,Q3,Chiclayo,Laptop Air 13,Tecnología,4,3229.49,0.0,CL-3065,Diego Salazar,
TX-001195,2026-07-11,Q3,Lima,Teclado Mecánico,Tecnología,41,355.17,0.15,CL-1831,José Luis Quispe,Cliente recurrente
TX-001196,2026-08-20,Q3,Cusco,Mouse Inalámbrico,Tecnología,26,121.33,0.05,CL-5837,María Fernández,
TX-001197,2026-09-18,Q3,Arequipa,Lámpara LED,Mobiliario,18,90.41,0.0,CL-2448,José Luis Quispe,Devolución parcial Q anterior
TX-001198,2026-12-25,Q4,Trujillo,Teclado Mecánico,Tecnología,23,338.61,0.15,CL-8035,Lucía Romero,Solicita factura electrónica
TX-001199,2026-10-21,Q4,Trujillo,Laptop Air 13,Tecnología,12,3092.98,0.1,CL-1615,Lucía Romero,
TX-001200,2026-08-15,Q3,Cusco,Monitor 27 4K,Tecnología,46,1727.63,0.15,CL-4771,José Luis Quispe,
TX-001201,2026-11-17,Q4,Chiclayo,Webcam HD,Electrónica,39,184.24,0.05,CL-1465,Carlos Vega,
TX-001202,2026-06-24,Q2,Trujillo,Webcam HD,Electrónica,10,173.16,0.05,CL-4449,José Luis Quispe,Compra urgente
TX-001203,2026-12-26,Q4,Cusco,Monitor 27 4K,Tecnología,37,1830.27,0.15,CL-9398,María Fernández,
TX-001204,2026-10-05,Q4,Lima,Monitor 27 4K,Tecnología,9,1742.11,0.05,CL-6853,Diego Salazar,
TX-001205,2026-08-26,Q3,Arequipa,Laptop Pro 15,Tecnología,23,4328.24,0.2,CL-5815,Diego Salazar,
TX-001206,2026-11-26,Q4,Chiclayo,Webcam HD,Electrónica,37,173.93,0.15,CL-2415,Ana Torres,
